219 1212 0 1 0 0 1 0.01 0 0
245 9165 0 1 0 0 1 0.05 0 0
328 2243 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 1 0.1 0.96 0
251 301 0 1 0 0 1 0 0 0
2089 335 0 1 0 0 0.5 0 0.01 0
0 0 0 0 0 0 1 0.21 0.88 0
237 511 0 1 0 0 1 0.01 0 0
324 431 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.15 0 1 1
105 145 0 0 0 0 0.25 0 0 0
218 974 0 1 0 0 1 0.02 0 0
325 2649 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.08 0 1 1
0 0 0 0 0 0 0.07 0 1 1
0 0 0 0 0 0 0.03 0 0 1
328 275 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.02 0 0 1
9 138 0 0 0 0 1 0.2 0 0
46 46 0 0 0 0 1 0 0 0
1079 334 0 1 0 0 1 0.01 0 0
45 139 0 0 0 0 1 0 0 0
273 903 5 1 0 1 1 0 0 0
0 0 0 0 0 0 0.11 0 0 1
0 0 0 0 0 0 0.04 0 1 1
237 138 0 1 0 0 1 0 0 0
225 1357 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.06 0 0 1
0 0 0 0 0 0 0.08 0 0 1
147 0 0 0 0 0 0.33 0 0 0
262 1011 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.12 0 0 1
261 8412 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.06 0 1 1
0 0 0 0 0 0 0.01 0 1 1
294 1719 0 1 0 0 1 0.01 0 0
221 981 0 1 0 0 1 0.04 0 0
284 10352 0 1 0 0 1 0.07 0 0
309 16096 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.31 0 0 1
0 0 0 0 0 0 0.01 0 0 1
214 283 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.04 0 0 1
0 0 0 0 0 0 0.06 0 0 1
0 0 0 0 0 0 0.1 0 0 1
46 78 0 0 0 0 1 0 0 0
748 0 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.19 0 0 1
0 0 0 0 0 0 0.01 0 0 1
329 8437 0 1 0 0 1 0.04 0 0
9 0 0 1 0 0 1 0.02 0.01 0
46 128 0 0 0 0 1 0 0 0
1766 0 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.02 0 0 1
8 135 0 0 0 0 1 0.33 0 0
266 529 0 1 0 0 1 0.02 0 0
245 0 0 0 0 0 0.67 0.03 0 0
295 465 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.27 0 0 1
228 6834 0 1 0 0 1 0.11 0 0
0 0 0 0 0 0 0.06 0 1 1
0 0 0 0 0 0 0.16 0 0 1
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 1 0.02 0.84 0
0 0 0 0 0 0 0.03 0 0 1
30 0 0 0 0 0 1 0 0 0
2078 333 0 1 0 0 1 0.02 0 0
19 0 0 0 0 0 1 0 0 0
661 329 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.07 0 0 1
0 0 0 0 0 0 0.17 0 0 1
0 0 0 0 0 0 0.05 0 0 1
1075 364 0 1 0 0 1 0 0 0
223 656 0 1 0 0 1 0.02 0 0
233 2470 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.04 0 0 1
0 0 0 0 0 0 0.08 0 0 1
201 1938 0 1 0 0 1 0.03 0 0
271 4781 0 1 0 0 1 0.25 0 0
14416 0 0 1 0 0 1 0.04 0 0
227 11564 0 1 0 0 1 0.04 0 0
225 2445 0 1 0 0 1 0 0 0
176 426 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.1 0 0 1
227 762 0 1 0 0 1 0.02 0 0
855 575 0 1 0 0 1 0 0 0
944 330 0 1 0 0 1 0.01 0 0
954 326 0 1 0 0 0.5 0.02 0 0
0 0 0 0 0 0 0.09 0 0 1
166 34660 0 1 0 0 1 0.06 0 0
306 2698 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.15 0 0 1
0 0 0 0 0 0 0.06 0 0 1
313 8549 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.08 0 0 1
0 0 0 0 0 0 0.09 0 0 1
285 6008 0 1 0 0 1 0.01 0 0
226 1411 0 1 0 0 1 0.02 0 0
256 12984 0 1 0 0 1 0.04 0 0
3740 449 0 1 0 0 1 0.01 0 0
224 449 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.08 0 0 1
201 169 0 1 0 0 1 0.04 0 0
285 304 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.19 0 0 1
7422 0 0 1 0 0 1 0 0 0
198 12884 0 1 0 0 1 0 0 0
2310 328 0 1 0 0 1 0 0 0
331 955 0 1 0 0 1 0.01 0 0
65 0 0 0 0 0 0.22 0 0 0
45 77 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.01 0 1 1
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.02 0 0 1
9 142 0 0 0 0 1 0 0 0
283 912 0 1 0 0 1 0.03 0 0
221 1789 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 0.07 0 0 1
0 0 0 0 0 0 0.03 0 0 1
302 1380 0 1 0 0 1 0 0.01 0
0 0 0 0 0 0 0.06 0 0 1
0 0 0 0 0 0 0.07 0 0 1
355 870 0 1 0 0 1 0 0 0
106 1468 0 0 0 0 1 0 0 0
286 1423 0 1 0 0 1 0.05 0 0
168 9551 0 1 0 0 1 0.01 0 0
238 864 0 1 0 0 1 0.01 0 0
291 10369 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.1 0 0 1
749 330 0 1 0 0 1 0.02 0 0
198 6924 0 1 0 0 1 0.01 0.01 0
0 0 0 0 0 0 0.04 0 1 1
167 709 0 1 0 0 1 0.02 0 0
241 851 0 1 0 0 1 0.03 0 0
337 3360 0 1 0 0 1 0 0 0
729 328 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0 0 0 1
222 1483 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 1 1
0 0 0 0 0 0 1 0.24 0.91 0
46 134 0 0 0 0 1 0 0 0
246 2719 0 1 0 0 1 0.07 0 0
222 771 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.04 0 0 1
0 0 0 0 0 0 0.05 0 0 1
279 9598 0 1 0 0 1 0 0 0
226 651 0 1 0 0 1 0 0 0
299 447 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.43 0 0 1
12 0 0 1 0 0 1 0.02 0 0
281 1951 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.18 0 0 1
42 42 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.02 0 0 1
0 0 0 0 0 0 0.05 0 0 1
263 453 0 1 0 0 1 0 0 0
0 0 0 0 0 0 1 0 0.12 0
0 0 0 0 0 0 0.1 0 0 1
0 0 0 0 0 0 0.04 0 0 1
283 1980 0 1 0 0 1 0.03 0 0
161 5530 0 1 0 0 1 0.05 0 0
211 321 0 1 0 0 1 0.01 0 0
201 1701 0 1 0 0 1 0.04 0 0
147 0 0 0 0 0 0.33 0 0 0
0 0 0 0 0 0 0.22 0 0 1
567 0 0 0 0 0 1 0.05 0 0
0 0 0 0 0 0 0.01 0 1 1
0 0 0 0 0 0 0.24 0 0 1
320 420 0 1 0 0 1 0 0 0
0 0 0 0 0 0 1 0.02 0 0
204 1229 0 1 0 0 1 0.04 0 0
10389 0 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.09 0 0 1
344 573 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.11 0 1 1
0 0 0 0 0 0 0.08 0 0 1
243 821 0 1 0 0 1 0.01 0 0
105 146 0 0 0 0 0.67 0 0 0
0 0 0 0 0 0 0.07 0 0 1
1080 327 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.02 0 0 1
0 0 0 0 0 0 0.02 0 0 1
0 0 0 0 0 0 0.01 0 0 1
657 326 0 1 0 0 0.5 0 0 0
0 0 0 0 0 0 0.07 0 0 1
284 765 0 1 0 0 1 0 0 0
261 15455 0 1 0 0 1 0 0 0
317 315 0 1 0 0 1 0 0 0
33 0 0 0 0 0 1 0 0 0
44 70 0 0 0 0 1 0 0 0
215 584 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.03 0 0 1
332 2844 0 1 0 0 1 0.03 0 0
978 334 0 1 0 0 1 0.02 0 0
296 5670 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.1 0 0 1
0 0 0 0 0 0 0.07 0 1 1
214 9986 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.03 0 0 1
48 48 0 0 0 0 1 0 0 0
226 1301 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.08 0 0 1
78 0 0 0 0 0 0.4 0 0 0
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 1 0.18 1 0
0 0 0 0 0 0 0.07 0 0 1
294 3327 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.01 0 0 1
220 1249 0 1 0 0 1 0.03 0 0
196 3282 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 0 1
327 4482 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.01 0 1 1
319 0 0 0 0 0 1 0 0 0
1087 302 0 1 0 0 1 0.03 0 0
210 3754 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.15 0 0 1
0 0 0 0 0 0 1 0.15 0.79 0
234 6282 0 1 0 0 1 0.03 0 0
237 1461 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.24 0.03 0 1
0 0 0 0 0 0 0.04 0 0 1
200 955 0 1 0 0 1 0.01 0 0
219 657 0 1 0 0 1 0.01 0 0
284 5921 0 1 0 0 1 0.07 0 0
0 0 0 0 0 0 0.06 0 0 1
325 426 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.05 0 0 1
30 0 0 0 0 0 1 0 0 0
335 7902 0 1 0 0 1 0.04 0 0
36 0 0 0 0 0 1 0.01 0 0
0 0 0 0 0 0 0.02 0 0 1
43 43 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.07 0 0 1
0 0 0 0 0 0 1 0.24 1 0
0 0 0 0 0 0 0.33 0 0 1
0 0 0 0 0 0 0.13 0 0 1
216 1956 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.06 0 0 1
44 78 0 0 0 0 1 0 0 0
347 8113 0 1 0 0 1 0 0.02 0
570 280 0 1 0 0 1 0.02 0 0
219 17540 0 1 0 0 1 0.05 0 0
146 0 0 0 0 0 0.33 0 0 0
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.06 0 0 1
0 0 0 0 0 0 0.11 0 0 1
0 0 0 0 0 0 0.19 0 0 1
0 4 0 0 0 0 1 0 0.04 0
233 581 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.07 0 0 1
276 0 0 0 0 0 1 0.08 0 0
44 139 0 0 0 0 1 0 0 0
1828 148722 1 1 0 0 1 0 0 0
200 764 0 1 0 0 1 0.02 0 0
46 46 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.07 0 0 1
0 0 0 0 0 0 1 0 0 1
216 5284 0 1 0 0 1 0.02 0.29 0
0 0 0 0 0 0 0.07 0 1 1
234 997 0 1 0 0 1 0 0 0
220 1643 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.02 0 0 1
105 146 0 0 0 0 0.14 0 0 0
0 0 0 0 0 0 1 0.04 0.02 0
0 0 0 0 0 0 0.06 0 0 1
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 0.03 0 0 1
288 2881 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.03 0 1 1
0 0 0 0 0 0 0.02 0 0 1
279 494 0 1 0 0 1 0 0 0
192 0 0 1 0 0 1 0 0 0
105 1401 0 1 0 0 1 0 0 0
1330 282 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.09 0 0 1
230 362 0 1 0 0 1 0.04 0 0
44 110 0 0 0 0 1 0 0 0
271 3582 0 1 0 0 1 0.03 0 0
179 1668 0 1 0 0 1 0.03 0 0
852 0 0 0 0 0 1 0.05 0 0
222 310 0 1 0 0 1 0.01 0 0
314 4137 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.07 0 1 1
230 6880 0 1 0 0 1 0.04 0.01 0
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.01 0 0 1
857 327 0 1 0 0 1 0.02 0 0
234 1707 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.05 0 0 1
215 6367 0 1 0 0 1 0 0 0
46 46 0 0 0 0 1 0 0 0
105 146 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.16 0 0 1
0 0 0 0 0 0 0.46 0 0 1
0 0 0 0 0 0 0.05 0 0 1
305 2507 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.17 0 1 1
336 15767 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 0.06 0 0 1
147 105 0 0 0 0 1 0 0 0
335 1212 0 1 0 0 1 0.21 0.96 0
0 0 0 0 0 0 0.23 0 0 1
339 241 0 1 0 0 1 0.02 0 0
317 3245 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.16 0 0 1
0 0 0 0 0 0 0.01 0 0 1
42 131 0 0 0 0 1 0 0 0
986 368 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.02 0 0 1
183 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.03 0 1 1
405 23786 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.09 0 0 1
785 327 0 1 0 0 1 0.03 0 0
258 4302 0 1 0 0 1 0.06 0.03 0
0 0 0 0 0 0 0.04 0 0 1
318 2649 0 1 0 0 1 0.09 0 0
0 0 0 0 0 0 0.01 0 1 1
0 0 0 0 0 0 0.09 0 0 1
0 0 0 0 0 0 0.02 0 0 1
216 1240 0 1 0 0 1 0 0 0
291 320 0 1 0 0 1 0.05 0 0
224 546 0 1 0 0 1 0.06 0 0
0 0 0 0 0 0 0 0 0 1
17 42 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.11 0 0 1
29 29 0 0 0 0 1 0 0 0
105 147 0 0 0 0 1 0 0 0
30 0 0 0 0 0 0.08 0 0 0
325 12884 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.14 0 0 1
0 0 0 0 0 0 1 0.19 0.99 0
12 0 0 1 0 0 1 0.05 0 0
212 828 0 1 0 0 1 0.03 0 0
240 1475 0 1 0 0 1 0 0 0
292 13206 0 1 0 0 1 0.04 0 0
172 12793 2 1 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 0 1
310 788 0 1 0 0 1 0 0 0
44 128 0 0 0 0 1 0 0 0
145 0 0 0 0 0 0.33 0 0 0
45 45 0 0 0 0 1 0 0 0
1551 362 0 1 0 0 1 0.01 0 0
1308 328 0 1 0 0 1 0.14 0 0
356 1125 0 1 0 0 1 0.03 0 0
364 6914 0 1 0 0 1 0 0 0
331 776 0 1 0 0 1 0 0 0
30 0 0 0 0 0 0.5 0 0 0
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.17 0 0 1
247 7546 0 1 0 0 1 0.01 0 0
300 1841 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.07 0 0 1
355 2109 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.42 0 0 1
316 1260 0 1 0 0 1 0 0 0
44 136 0 0 0 0 1 0 0 0
1458 4152 30 1 0 1 1 0 0 0
0 0 0 0 0 0 0.06 0 0 1
146 105 0 0 0 0 0.5 0 0 0
0 0 0 0 0 0 0.05 0 1 1
0 0 0 0 0 0 0.11 0 0 1
0 0 0 0 0 0 0.04 0 0 1
146 105 0 0 0 0 0.4 0 0 0
0 0 0 0 0 0 0.08 0 0 1
13794 2966 0 1 0 0 1 0.02 0.04 0
0 0 0 0 0 0 0.27 0 0 1
911 325 0 1 0 0 0.5 0.01 0 0
0 0 0 0 0 0 1 0.01 0 1
280 3332 0 1 0 0 1 0.07 0 0
0 0 0 0 0 0 0.02 0 0 1
0 0 0 0 0 0 0.15 0 0 1
41 41 0 0 0 0 1 0 0 0
10 139 0 0 0 0 1 0 0 0
311 488 0 1 0 0 1 0.04 0 0
281 1745 0 1 0 0 1 0.07 0 0
297 1285 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.02 0 0 1
43 72 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.44 0 0 1
215 9399 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.19 0 0 1
0 0 0 0 0 0 1 0.07 0.97 0
516 4 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.06 0 0 1
0 0 0 0 0 0 0.08 0 1 1
0 0 0 0 0 0 0.06 0 0 1
44 44 0 0 0 0 0.33 0 0 0
0 0 0 0 0 0 0.06 0 1 1
676 328 0 1 0 0 1 0.01 0 0
334 455 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 0.21 0 0 1
204 1596 0 1 0 0 1 0.04 0 0
0 0 0 0 0 0 0.03 0 0 1
192 301 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.02 0 0 1
0 0 0 0 0 0 0.13 0 0 1
0 0 0 0 0 0 0.02 0 0 1
256 4486 0 1 0 0 1 0 0.01 0
64 0 0 0 0 0 1 0 0 0
46 136 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.31 0 0 1
220 253 0 1 0 0 1 0.01 0 0
41 117 0 0 0 0 1 0 0 0
248 2313 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.08 0 1 1
44 70 0 0 0 0 1 0 0 0
209 1824 0 1 0 0 1 0 0 0
5891 0 0 1 0 0 0.08 0 0 0
276 1767 0 1 0 0 1 0.01 0 0
231 2304 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 0 1
312 422 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.08 0 0 1
29 0 0 0 0 0 0.5 0.05 0 0
13239 0 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.02 0 0 1
8 223 0 0 0 0 1 0.25 0 0
0 0 0 0 0 0 0.17 0 0 1
44 79 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.08 0 0 1
0 0 0 0 0 0 0.19 0 0 1
324 10647 0 1 0 0 1 0.14 0.07 0
0 0 0 0 0 0 0.03 0 0 1
355 657 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.09 0 0 1
205 253 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 1 1
325 753 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0 0 1 1
232 193 0 1 0 0 1 0.03 0 0
886 326 0 1 0 0 1 0 0 0
319 3432 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.06 0 0 1
147 12141 0 1 0 0 1 0.04 0 0
1451 330 0 1 0 0 1 0 0 0
235 1889 0 1 0 0 1 0.01 0 0
299 1540 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.07 0 0 1
0 0 0 0 0 0 0.17 0 0 1
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 0.04 0 0 1
237 241 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 0.15 0 1 1
146 105 0 0 0 0 1 0 0 0
146 105 0 0 0 0 0.33 0 0 0
202 1923 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 0.02 0 0 1
383 0 0 1 0 0 0.67 0.07 0 0
345 2254 0 1 0 0 1 0.03 0 0
278 6546 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.05 0 0 1
196 16143 0 1 0 0 1 0.02 0 0
0 0 0 0 0 0 1 0 0 1
277 2253 0 1 0 0 1 0.04 0 0
203 578 0 1 0 0 1 0 0 0
147 105 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 0 1
0 0 0 0 0 0 0.01 0 0 1
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.06 0 0 1
367 5199 0 1 0 0 1 0.05 0 0
257 23051 0 1 0 0 1 0.06 0 0
44 44 0 0 0 0 0.99 0 0 0
128 44 0 0 0 0 1 0 0 0
254 523 0 1 0 0 1 0.01 0 0
225 22996 0 1 0 0 1 0 0 0
775 331 0 1 0 0 1 0 0 0
314 266 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.03 0 0 1
525 335 0 1 0 0 1 0.01 0 0
213 37327 0 1 0 0 1 0.01 0 0
190 8654 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0.07 0 1 1
1067 3081 22 1 0 1 1 0 0 0
126 44 0 0 0 0 1 0 0 0
333 2547 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.05 0 0 1
4491 0 0 0 0 0 1 0.03 0 0
0 0 0 0 0 0 0.05 0 1 1
239 255 0 1 0 0 1 0 0 0
0 0 0 0 0 0 1 0.03 0.03 0
1258 359 0 1 0 0 1 0.01 0 0
0 0 0 0 0 0 1 0 0 1
0 0 0 0 0 0 0.04 0 0 1
0 0 0 0 0 0 1 0.24 1 0
42 65 0 0 0 0 1 0 0 0
224 1270 0 1 0 0 1 0 0 0
231 3215 0 1 0 0 1 0.04 0 0
147 105 0 0 0 0 1 0 0 0
44 72 0 0 0 0 1 0 0 0
183 0 0 0 0 0 0.5 0 0 0
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.01 0 0 1
13 40 0 0 0 0 1 0.67 0 0
233 4759 0 1 0 0 1 0.01 0 0
30 0 0 0 0 0 0.5 0 0 0
0 0 0 0 0 0 0.03 0 0 1
278 7958 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.01 0 0 1
237 5193 0 1 0 0 1 0.01 0.2 0
301 2698 0 1 0 0 1 0 0 0
246 3295 0 1 0 0 1 0.02 0 0
230 12471 0 1 0 0 1 0 0 0
46 82 0 0 0 0 1 0 0 0
147 105 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.42 0 0 1
641 0 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.13 0 1 1
82 1 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.07 0 0 1
0 0 0 0 0 0 0.06 0 1 1
46 80 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.03 0 0 1
0 0 0 0 0 0 0.01 0 0 1
376 345 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.13 0 0 1
105 146 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0.07 0 0 1
30 0 0 0 0 0 0.25 0 0 0
1053 329 0 1 0 0 1 0.01 0 0
46 130 0 0 0 0 1 0 0 0
45 119 0 0 0 0 0.99 0 0 0
1539 395 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0.02 0 0 1
0 0 0 0 0 0 0.03 0 0 1
358 1758 0 1 0 0 1 0 0 0
44 133 0 0 0 0 1 0 0 0
282 1227 0 1 0 0 1 0 0 0
323 1509 0 1 0 0 1 0 0 0
105 105 0 0 0 0 1 0 0 0
218 358 0 1 0 0 1 0.05 0 0
0 0 0 0 0 0 0.02 0 1 1
0 0 0 0 0 0 0.08 0 1 1
329 303 0 1 0 0 1 0.02 0 0
788 328 0 1 0 0 1 0 0 0
311 4591 0 1 0 0 1 0.03 0 0
0 0 0 0 0 0 0.09 0 0 1
0 0 0 0 0 0 0.09 0 0 1
